,,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME,TOTAL_TAP_OUT_VOLUME
month,,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107
WEEKDAY,CC16,12869.0,12778.0,12039.0,12476.0,11470.0,9498.0,12172.0,12272.0,12363.0,12381.0,12463.0,10016.0,12101.0,12184.0,11177.0,11429.0,10731.0,8817.0,10571.0,10435.0,9579.0,2691.0,1571.0,4364.0,6182.0,6796.0,6572.0,6893.0,6588.0,6243.0,7582.0,8070.0,7934.0,8495.0,5829.0,4592.0,6694.0,11963.0,11892.0,11214.0,11586.0,10715.0,9076.0,11527.0,11611.0,11805.0,11771.0,11763.0,9639.0,11366.0,11420.0,10587.0,10796.0,10148.0,8510.0,10271.0,10213.0,9209.0,2651.0,1612.0,4193.0,0.0,6492.0,6420.0,6760.0,6524.0,6340.0,7491.0,7881.0,7824.0,8266.0,5733.0,4627.0,6470.0
WEEKDAY,CC17,4503.0,4546.0,4458.0,4546.0,4348.0,3689.0,4692.0,4656.0,4596.0,4620.0,4540.0,3875.0,4440.0,4584.0,4452.0,4477.0,4284.0,3522.0,4318.0,4193.0,3703.0,1086.0,747.0,1610.0,2217.0,2560.0,2645.0,2848.0,2801.0,2479.0,3303.0,3242.0,3198.0,3369.0,2452.0,1937.0,2666.0,4310.0,4422.0,4338.0,4362.0,4194.0,3553.0,4549.0,4546.0,4473.0,4474.0,4478.0,3789.0,4220.0,4366.0,4218.0,4234.0,4060.0,3358.0,4149.0,4005.0,3548.0,1039.0,703.0,1552.0,0.0,2424.0,2534.0,2703.0,2661.0,2454.0,3122.0,3108.0,3050.0,3167.0,2362.0,1902.0,2568.0
WEEKDAY,CC19,7819.0,8240.0,7735.0,7843.0,7329.0,6446.0,7782.0,8103.0,7953.0,7602.0,7060.0,6644.0,7363.0,7614.0,7132.0,7298.0,6766.0,5801.0,6930.0,6361.0,5351.0,1393.0,928.0,1956.0,3125.0,3346.0,3730.0,3965.0,3899.0,4154.0,4224.0,4371.0,4464.0,4410.0,2909.0,2707.0,3208.0,8498.0,8835.0,8246.0,8422.0,7914.0,6972.0,8397.0,8633.0,8438.0,8064.0,7558.0,7174.0,8015.0,8230.0,7714.0,7833.0,7320.0,6371.0,7642.0,7045.0,5785.0,1466.0,941.0,2162.0,0.0,3648.0,4045.0,4358.0,4223.0,4625.0,4567.0,4743.0,4855.0,4757.0,3151.0,2881.0,3546.0
WEEKDAY,CC2,6380.0,7606.0,8056.0,7442.0,6954.0,5415.0,6796.0,6498.0,7002.0,6465.0,5186.0,5197.0,5278.0,6407.0,6718.0,6260.0,5968.0,4506.0,5516.0,4766.0,4242.0,943.0,527.0,909.0,1336.0,1587.0,2021.0,2253.0,2526.0,2204.0,2900.0,2987.0,3109.0,2801.0,1345.0,1130.0,1369.0,6926.0,8377.0,8811.0,8198.0,7730.0,5784.0,7501.0,7248.0,7806.0,7020.0,5599.0,5468.0,5694.0,6993.0,7340.0,6892.0,6614.0,4733.0,6169.0,5190.0,4689.0,960.0,489.0,883.0,0.0,1689.0,2202.0,2498.0,2840.0,2366.0,3271.0,3398.0,3475.0,3122.0,1420.0,1144.0,1399.0
WEEKDAY,CC20,6278.0,6321.0,6191.0,6242.0,5803.0,4966.0,6501.0,6390.0,6287.0,6320.0,6267.0,5178.0,5956.0,5950.0,5748.0,5766.0,5236.0,4379.0,5558.0,5081.0,4408.0,1354.0,922.0,2177.0,3024.0,3320.0,3414.0,3553.0,3333.0,3236.0,4220.0,4108.0,4053.0,4282.0,2934.0,2375.0,3363.0,6035.0,6168.0,6038.0,6114.0,5759.0,4936.0,6417.0,6327.0,6251.0,6258.0,6122.0,5177.0,5935.0,5961.0,5757.0,5766.0,5297.0,4429.0,5575.0,5069.0,4395.0,1378.0,964.0,2199.0,0.0,3337.0,3474.0,3626.0,3452.0,3408.0,4250.0,4176.0,4134.0,4320.0,3016.0,2445.0,3352.0
WEEKDAY,CC21,9610.0,10118.0,9609.0,9576.0,9130.0,8654.0,9844.0,9687.0,9584.0,9357.0,9153.0,8471.0,8991.0,9179.0,8629.0,8533.0,8275.0,7514.0,8210.0,7676.0,6741.0,2062.0,1464.0,2947.0,5020.0,5122.0,5419.0,5567.0,5525.0,5825.0,6065.0,6000.0,5975.0,6055.0,4297.0,3553.0,4578.0,10505.0,11050.0,10557.0,10421.0,9997.0,9398.0,10675.0,10579.0,10498.0,10187.0,10065.0,9279.0,9692.0,9934.0,9456.0,9222.0,9032.0,8180.0,8981.0,8406.0,7327.0,2172.0,1549.0,3199.0,0.0,5475.0,5813.0,5936.0,5883.0,6231.0,6459.0,6438.0,6378.0,6466.0,4590.0,3795.0,4862.0
WEEKDAY,CC22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3797.0,8426.0,12287.0,13179.0,14546.0,15543.0,15569.0,15343.0,17476.0,17640.0,17707.0,18273.0,12172.0,9616.0,12892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3645.0,7605.0,0.0,11775.0,13166.0,14296.0,14507.0,14529.0,15996.0,15933.0,16073.0,16475.0,11075.0,8934.0,11487.0
WEEKDAY,CC23,19564.0,19469.0,20457.0,20038.0,19511.0,16628.0,19918.0,19162.0,19898.0,18843.0,18691.0,17493.0,17615.0,16926.0,17556.0,16940.0,16409.0,13660.0,15151.0,14242.0,11534.0,2524.0,1604.0,3526.0,4730.0,5091.0,6288.0,6686.0,7014.0,6430.0,7986.0,7587.0,7925.0,8325.0,5408.0,4198.0,5136.0,19513.0,19349.0,20034.0,19832.0,19088.0,16394.0,19575.0,18778.0,19637.0,18687.0,18360.0,17252.0,17477.0,16777.0,17113.0,16711.0,16051.0,13512.0,15072.0,13918.0,11247.0,2626.0,1671.0,3489.0,0.0,5030.0,6035.0,6520.0,6814.0,6366.0,7727.0,7348.0,7730.0,8120.0,5329.0,4256.0,5051.0
WEEKDAY,CC24,23407.0,27325.0,26972.0,27351.0,25180.0,20222.0,25511.0,25346.0,26584.0,24734.0,21678.0,20712.0,22181.0,25255.0,24659.0,24963.0,22509.0,17653.0,21261.0,18690.0,16825.0,6454.0,5440.0,8077.0,10108.0,11158.0,12399.0,12754.0,12795.0,12346.0,14744.0,14117.0,14538.0,13987.0,10006.0,9353.0,10226.0,23192.0,26795.0,26385.0,26949.0,24642.0,19725.0,25174.0,24924.0,26229.0,24476.0,21293.0,20477.0,21968.0,24911.0,24441.0,24712.0,22287.0,17255.0,21225.0,18670.0,16792.0,6288.0,5189.0,7745.0,0.0,10795.0,11996.0,12455.0,12482.0,11920.0,14472.0,13786.0,14288.0,13670.0,9696.0,9032.0,9887.0
WEEKDAY,CC25,8181.0,8382.0,8412.0,8304.0,8069.0,7337.0,8248.0,8238.0,8587.0,8147.0,7838.0,7690.0,7937.0,8391.0,7953.0,7867.0,7533.0,6836.0,7194.0,6617.0,5906.0,2383.0,1949.0,3014.0,3843.0,4090.0,4518.0,4692.0,4753.0,4835.0,5203.0,5135.0,5148.0,5096.0,3957.0,3641.0,4151.0,7534.0,7653.0,7648.0,7606.0,7356.0,6665.0,7527.0,7509.0,7804.0,7502.0,7334.0,7146.0,7391.0,7734.0,7280.0,7227.0,6928.0,6307.0,6777.0,6195.0,5434.0,2255.0,1848.0,2877.0,0.0,3841.0,4221.0,4373.0,4392.0,4415.0,4838.0,4760.0,4771.0,4765.0,3733.0,3361.0,3877.0
WEEKDAY,CC26,5524.0,5641.0,5698.0,5818.0,5714.0,5447.0,5919.0,5669.0,6015.0,6015.0,6053.0,5906.0,6127.0,5975.0,5983.0,5973.0,6084.0,5550.0,5501.0,5117.0,4938.0,2426.0,1854.0,2406.0,2946.0,2963.0,3278.0,3421.0,3517.0,3600.0,3865.0,3709.0,3852.0,4091.0,3256.0,3011.0,3217.0,5735.0,5848.0,5914.0,6041.0,5944.0,5726.0,6134.0,5941.0,6264.0,6199.0,6205.0,6063.0,6227.0,6119.0,6195.0,6207.0,6255.0,5677.0,5701.0,5277.0,5068.0,2491.0,1946.0,2568.0,0.0,3151.0,3523.0,3649.0,3694.0,3799.0,4083.0,3950.0,4085.0,4320.0,3461.0,3202.0,3433.0
WEEKDAY,CC27,8922.0,8846.0,9129.0,9049.0,8833.0,8076.0,9608.0,9156.0,9475.0,9179.0,9095.0,8720.0,8718.0,8320.0,8214.0,8022.0,7945.0,6877.0,7475.0,6567.0,5283.0,1093.0,723.0,1338.0,1856.0,1867.0,2072.0,2315.0,2478.0,2551.0,2765.0,2696.0,2799.0,3260.0,2026.0,1518.0,1681.0,8769.0,8756.0,8963.0,8972.0,8863.0,8032.0,9465.0,9118.0,9421.0,9165.0,9069.0,8650.0,8710.0,8327.0,8270.0,8064.0,8028.0,6959.0,7649.0,6723.0,5488.0,1203.0,767.0,1394.0,0.0,2000.0,2230.0,2501.0,2640.0,2695.0,2925.0,2788.0,2943.0,3383.0,2096.0,1572.0,1752.0
WEEKDAY,CC28,4296.0,4332.0,4418.0,4413.0,4290.0,4028.0,4348.0,4307.0,4322.0,4179.0,4133.0,3911.0,4087.0,4074.0,3986.0,3943.0,3915.0,3703.0,3827.0,3589.0,3237.0,1265.0,989.0,1735.0,2324.0,2365.0,2568.0,2666.0,2756.0,2844.0,2922.0,2926.0,2879.0,2932.0,2332.0,2140.0,2431.0,4723.0,4777.0,4770.0,4838.0,4669.0,4333.0,4729.0,4674.0,4698.0,4622.0,4524.0,4242.0,4445.0,4415.0,4316.0,4261.0,4144.0,3832.0,4061.0,3735.0,3285.0,1223.0,948.0,1678.0,0.0,2313.0,2519.0,2642.0,2727.0,2788.0,2899.0,2916.0,2866.0,2946.0,2307.0,2079.0,2360.0
WEEKDAY,CC3,8613.0,8754.0,9777.0,8393.0,8680.0,9577.0,8305.0,8463.0,8878.0,8162.0,8098.0,8091.0,8060.0,8120.0,8771.0,7651.0,7953.0,8469.0,6856.0,5370.0,4408.0,1001.0,630.0,1562.0,2733.0,2717.0,3129.0,3233.0,3484.0,4463.0,3429.0,3339.0,3552.0,3515.0,2421.0,2228.0,2606.0,8166.0,8444.0,9145.0,7960.0,8254.0,9086.0,7852.0,8130.0,8363.0,7741.0,7803.0,7694.0,7670.0,7722.0,8342.0,7438.0,7674.0,8035.0,6808.0,5130.0,4190.0,972.0,618.0,1459.0,0.0,2477.0,2804.0,2933.0,3104.0,3877.0,3115.0,3023.0,3218.0,3224.0,2240.0,1981.0,2269.0
WEEKDAY,CC4,21541.0,21638.0,22846.0,20603.0,20949.0,21097.0,21302.0,21967.0,22392.0,20797.0,20675.0,20246.0,20418.0,20048.0,21063.0,19212.0,19230.0,19087.0,17903.0,14388.0,11957.0,2511.0,1364.0,3537.0,6554.0,6805.0,8038.0,8727.0,9400.0,11410.0,9773.0,9590.0,10365.0,10247.0,6317.0,5062.0,5902.0,22163.0,22592.0,23775.0,21489.0,21967.0,22860.0,22201.0,23222.0,23309.0,21555.0,21482.0,21136.0,20879.0,20783.0,21941.0,19852.0,19971.0,20278.0,18934.0,14718.0,12322.0,2577.0,1304.0,3534.0,0.0,7051.0,8339.0,9048.0,9783.0,12155.0,10189.0,10027.0,10841.0,10641.0,6489.0,5204.0,6132.0
WEEKDAY,CC5,5567.0,5565.0,6163.0,5341.0,5137.0,5039.0,5275.0,5330.0,5433.0,5298.0,5200.0,5236.0,5323.0,5335.0,5698.0,4994.0,4801.0,4766.0,4575.0,4064.0,3508.0,871.0,592.0,1224.0,1892.0,1986.0,2297.0,2459.0,2566.0,2754.0,2782.0,2707.0,3010.0,3154.0,2108.0,1794.0,1985.0,5814.0,5943.0,6488.0,5597.0,5477.0,5402.0,5561.0,5521.0,5751.0,5568.0,5470.0,5499.0,5551.0,5646.0,6019.0,5211.0,5084.0,5024.0,4868.0,4193.0,3596.0,904.0,597.0,1240.0,0.0,2064.0,2365.0,2532.0,2650.0,2849.0,2844.0,2745.0,3108.0,3219.0,2139.0,1796.0,2003.0
WEEKDAY,CC6,9943.0,9672.0,9463.0,9515.0,9582.0,8983.0,8840.0,9049.0,10661.0,10217.0,9405.0,8732.0,8102.0,8916.0,8550.0,8197.0,7750.0,7648.0,7577.0,6254.0,5898.0,1707.0,1277.0,2174.0,3566.0,3450.0,3904.0,4258.0,4647.0,5584.0,4660.0,4383.0,4858.0,4496.0,3020.0,3001.0,3250.0,10282.0,9964.0,9781.0,9875.0,9839.0,9112.0,9146.0,9316.0,10788.0,10676.0,9775.0,8966.0,8405.0,9097.0,8809.0,8630.0,7961.0,7860.0,7994.0,6556.0,6158.0,1684.0,1233.0,2157.0,0.0,3531.0,4028.0,4391.0,4705.0,5574.0,4820.0,4575.0,4976.0,4704.0,3100.0,3000.0,3362.0
WEEKDAY,CC7,7981.0,7876.0,7842.0,7768.0,7212.0,6571.0,8300.0,8282.0,8310.0,8281.0,8142.0,7000.0,8084.0,8028.0,7649.0,7746.0,7129.0,6179.0,7149.0,6803.0,6162.0,1789.0,1098.0,2831.0,4238.0,4520.0,4551.0,4893.0,4719.0,4520.0,5333.0,5381.0,5275.0,5468.0,3739.0,3104.0,4277.0,8073.0,7984.0,8042.0,7920.0,7632.0,7003.0,8662.0,8642.0,8597.0,8429.0,8358.0,7533.0,8244.0,8195.0,7964.0,8013.0,7588.0,6656.0,7457.0,6894.0,6221.0,1845.0,1194.0,2796.0,0.0,4509.0,4666.0,4951.0,4930.0,4907.0,5449.0,5463.0,5415.0,5549.0,3865.0,3352.0,4349.0
WEEKDAY,CC8,9590.0,9528.0,9452.0,9405.0,8251.0,7238.0,9810.0,9506.0,9344.0,9599.0,9486.0,7350.0,9165.0,9336.0,8830.0,8792.0,7496.0,6493.0,8448.0,7939.0,6851.0,2102.0,1384.0,3675.0,4997.0,5602.0,5532.0,5744.0,4898.0,4776.0,6747.0,6481.0,6192.0,6799.0,4642.0,3461.0,5605.0,8523.0,8457.0,8463.0,8263.0,7626.0,6843.0,8676.0,8459.0,8416.0,8383.0,8229.0,6806.0,7974.0,8081.0,7727.0,7597.0,6800.0,6044.0,7529.0,6900.0,6048.0,1870.0,1281.0,3133.0,0.0,4771.0,4813.0,5017.0,4567.0,4594.0,5892.0,5697.0,5509.0,5850.0,4040.0,3155.0,4753.0
WEEKDAY,CE1,29907.0,29109.0,29535.0,26572.0,26092.0,34193.0,26589.0,29419.0,28952.0,27015.0,26015.0,28174.0,29464.0,28359.0,27783.0,25894.0,24914.0,32510.0,24744.0,17499.0,14419.0,2032.0,495.0,2148.0,7878.0,9718.0,12074.0,11997.0,12453.0,17819.0,12008.0,13033.0,13585.0,12603.0,9253.0,9200.0,9137.0,29107.0,28850.0,29320.0,26344.0,25974.0,35601.0,26405.0,29292.0,28468.0,26666.0,25948.0,27889.0,28640.0,28016.0,27615.0,25637.0,24941.0,34093.0,24960.0,17509.0,14822.0,2011.0,474.0,2080.0,0.0,10085.0,12328.0,12253.0,12744.0,17871.0,12410.0,13482.0,13872.0,13029.0,9618.0,9456.0,9305.0
WEEKDAY,CG1,17291.0,18691.0,17496.0,18446.0,20044.0,16655.0,17421.0,17393.0,18437.0,17856.0,20215.0,17307.0,16238.0,16776.0,16648.0,16974.0,17379.0,14496.0,14302.0,12851.0,10739.0,3753.0,3054.0,4824.0,6346.0,6286.0,6942.0,7165.0,7356.0,7798.0,7504.0,7561.0,7354.0,7599.0,5475.0,4683.0,5152.0,17925.0,19503.0,18041.0,19065.0,20739.0,17270.0,18131.0,17904.0,19435.0,18426.0,20588.0,18360.0,16793.0,17402.0,17293.0,17620.0,17991.0,15125.0,15090.0,13229.0,11218.0,4002.0,3166.0,4858.0,0.0,6240.0,6981.0,7215.0,7428.0,7907.0,7657.0,7532.0,7551.0,7717.0,5552.0,4753.0,5230.0
WEEKDAY,CG2,19876.0,20473.0,19382.0,18706.0,19201.0,19526.0,19108.0,19930.0,19385.0,25624.0,24736.0,25820.0,23378.0,22594.0,21709.0,20518.0,20940.0,22282.0,18822.0,14397.0,10678.0,3428.0,1986.0,2971.0,4550.0,4567.0,5488.0,5426.0,5868.0,7793.0,4514.0,4506.0,4954.0,4634.0,2548.0,2507.0,3108.0,18489.0,19542.0,18586.0,17649.0,18369.0,18904.0,17951.0,18160.0,18308.0,25768.0,24636.0,25236.0,22389.0,22031.0,21150.0,19867.0,20340.0,22352.0,18471.0,13324.0,9951.0,3238.0,1874.0,2868.0,0.0,4558.0,5522.0,5553.0,6021.0,8088.0,4465.0,4427.0,4915.0,4587.0,2507.0,2466.0,3063.0
WEEKDAY,DT1,33673.0,33837.0,33398.0,33661.0,33478.0,31555.0,34243.0,33503.0,33735.0,32956.0,32758.0,30586.0,31516.0,31712.0,31128.0,30535.0,27564.0,27452.0,29623.0,27071.0,24796.0,7737.0,7757.0,15832.0,22666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32316.0,32269.0,32218.0,32505.0,31589.0,29560.0,33162.0,32202.0,32414.0,32218.0,31993.0,29251.0,31217.0,30471.0,29813.0,29715.0,26995.0,25578.0,28946.0,26226.0,23991.0,7561.0,8406.0,17227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEEKDAY,DT10,6040.0,6004.0,5829.0,5931.0,5103.0,4450.0,6320.0,6305.0,5967.0,6121.0,6037.0,4591.0,5862.0,5792.0,5548.0,5461.0,4689.0,4076.0,5675.0,5114.0,4379.0,1156.0,644.0,1842.0,2752.0,3168.0,3232.0,3413.0,2923.0,2770.0,3980.0,4175.0,3933.0,4257.0,2759.0,1962.0,3389.0,4785.0,4741.0,4614.0,4642.0,4157.0,3498.0,4994.0,4939.0,4745.0,4828.0,4824.0,3761.0,4646.0,4710.0,4595.0,4514.0,3948.0,3337.0,4667.0,4064.0,3451.0,921.0,539.0,1414.0,0.0,2392.0,2478.0,2619.0,2371.0,2280.0,3171.0,3263.0,3135.0,3286.0,2170.0,1614.0,2584.0
WEEKDAY,DT11,32905.0,33574.0,32341.0,32402.0,32968.0,31246.0,33934.0,32943.0,32327.0,31174.0,31382.0,30944.0,29548.0,30807.0,28635.0,29056.0,23874.0,26275.0,29413.0,25166.0,22384.0,5989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34391.0,35001.0,34314.0,34455.0,34180.0,33246.0,35804.0,34911.0,35318.0,34294.0,33704.0,32255.0,33374.0,32239.0,29825.0,30768.0,25566.0,26851.0,30749.0,25951.0,22959.0,6157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEEKDAY,DT13,9935.0,10767.0,11088.0,10754.0,10276.0,9309.0,10916.0,10549.0,11120.0,10497.0,9600.0,9161.0,9624.0,10396.0,10233.0,10155.0,9340.0,8451.0,9591.0,8407.0,7582.0,2050.0,1235.0,2656.0,4065.0,4274.0,5399.0,5719.0,5879.0,5740.0,5740.0,6069.0,6094.0,6114.0,4194.0,3718.0,4053.0,10232.0,11251.0,11411.0,11152.0,10717.0,9566.0,11308.0,11029.0,11502.0,10718.0,9936.0,9564.0,9791.0,10868.0,10922.0,10568.0,9743.0,8822.0,10282.0,8827.0,8017.0,2063.0,1216.0,2719.0,0.0,4587.0,5740.0,6058.0,6257.0,6193.0,6220.0,6517.0,6381.0,6416.0,4354.0,3831.0,4208.0
WEEKDAY,DT17,29991.0,29560.0,30354.0,29933.0,28692.0,26058.0,30932.0,29756.0,30473.0,29390.0,28494.0,26385.0,26964.0,25977.0,25508.0,24416.0,23192.0,20766.0,22428.0,17737.0,14260.0,3011.0,1817.0,3423.0,5213.0,5354.0,6245.0,7130.0,7525.0,7445.0,8707.0,8562.0,8853.0,9945.0,5810.0,3978.0,4514.0,30985.0,30695.0,31389.0,30835.0,29933.0,27042.0,31870.0,30854.0,30951.0,30123.0,29157.0,27439.0,27669.0,25977.0,26446.0,25210.0,23924.0,21387.0,23443.0,18106.0,14432.0,3041.0,1778.0,3356.0,0.0,5334.0,6203.0,7104.0,7520.0,7418.0,8715.0,8533.0,8834.0,9891.0,5775.0,3904.0,4454.0
WEEKDAY,DT18,20198.0,20299.0,20836.0,20872.0,20500.0,18826.0,21859.0,21567.0,22366.0,21913.0,21530.0,20536.0,20680.0,20132.0,20029.0,19023.0,18340.0,16132.0,17053.0,15439.0,12946.0,2842.0,1589.0,3747.0,5986.0,6232.0,7078.0,7730.0,8021.0,8102.0,8589.0,8394.0,8837.0,9398.0,5871.0,4416.0,5105.0,21328.0,21546.0,22020.0,22103.0,22032.0,20406.0,23346.0,23057.0,23871.0,23231.0,22784.0,22068.0,22059.0,21389.0,21302.0,20330.0,19806.0,17370.0,18748.0,16478.0,13966.0,3111.0,1722.0,3934.0,0.0,6712.0,7626.0,8273.0,8597.0,8785.0,9215.0,9004.0,9468.0,10052.0,6291.0,4682.0,5423.0
WEEKDAY,DT2,3334.0,3305.0,3293.0,3165.0,2847.0,2517.0,3415.0,3281.0,3297.0,3326.0,3281.0,2717.0,3263.0,3184.0,2952.0,3058.0,2707.0,2489.0,3278.0,3080.0,2690.0,710.0,379.0,1168.0,1605.0,1744.0,1735.0,1871.0,1627.0,1581.0,2260.0,2178.0,2151.0,2247.0,1486.0,1148.0,1775.0,2678.0,2636.0,2667.0,2532.0,2301.0,2009.0,2659.0,2547.0,2553.0,2536.0,2518.0,2211.0,2545.0,2477.0,2286.0,2272.0,2050.0,1815.0,2421.0,2188.0,1912.0,524.0,321.0,890.0,0.0,1323.0,1383.0,1471.0,1375.0,1350.0,1781.0,1741.0,1726.0,1794.0,1224.0,988.0,1388.0
WEEKDAY,DT20,7679.0,7866.0,7630.0,7629.0,7508.0,7299.0,8164.0,7904.0,7820.0,7732.0,7460.0,7712.0,7752.0,7748.0,7395.0,7317.0,7114.0,7020.0,6873.0,5942.0,4824.0,1184.0,729.0,1464.0,2341.0,2377.0,2590.0,2823.0,2927.0,3257.0,3154.0,3054.0,3210.0,3367.0,2278.0,1949.0,2301.0,8417.0,8733.0,8308.0,8397.0,8300.0,8138.0,8693.0,8672.0,8602.0,8481.0,8252.0,8822.0,8677.0,8731.0,8355.0,8265.0,8025.0,8177.0,7827.0,6532.0,5298.0,1251.0,760.0,1533.0,0.0,2565.0,2803.0,3060.0,3174.0,3573.0,3370.0,3281.0,3426.0,3579.0,2380.0,2020.0,2405.0
WEEKDAY,DT21,7634.0,8695.0,8739.0,8474.0,8047.0,6779.0,8473.0,8317.0,8696.0,7976.0,7380.0,7189.0,7520.0,8237.0,8186.0,7821.0,7504.0,6259.0,7244.0,6233.0,5483.0,1297.0,819.0,1600.0,2519.0,2775.0,3202.0,3448.0,3614.0,3464.0,4037.0,4094.0,4160.0,4027.0,2438.0,2121.0,2553.0,7680.0,8802.0,8729.0,8564.0,8147.0,6760.0,8515.0,8381.0,8760.0,8046.0,7410.0,7292.0,7617.0,8389.0,8332.0,7987.0,7640.0,6338.0,7737.0,6326.0,5544.0,1221.0,725.0,1386.0,0.0,2562.0,2993.0,3241.0,3379.0,3262.0,3883.0,3992.0,4047.0,3856.0,2194.0,1846.0,2238.0
WEEKDAY,DT22,6617.0,6813.0,6720.0,6761.0,6730.0,6716.0,7134.0,7050.0,7042.0,6896.0,6932.0,6717.0,7044.0,6986.0,6871.0,6936.0,6807.0,6754.0,6873.0,6001.0,5197.0,1633.0,1128.0,2109.0,2939.0,3129.0,3317.0,3563.0,3606.0,3705.0,3833.0,3830.0,3849.0,3941.0,3121.0,2898.0,3250.0,6885.0,7167.0,7051.0,7117.0,7188.0,7126.0,7524.0,7453.0,7467.0,7256.0,7289.0,7206.0,7470.0,7468.0,7343.0,7481.0,7346.0,7324.0,7581.0,6428.0,5470.0,1704.0,1193.0,2221.0,0.0,3349.0,3595.0,3878.0,3983.0,4094.0,4222.0,4210.0,4217.0,4283.0,3380.0,3131.0,3530.0
